DataCode,RecType,RecDate,watershed,ppt,Comments
APT01,1,8/16/96,HQ,30,
APT01,1,8/17/96,HQ,1.3,
APT01,1,8/19/96,HQ,38.4,
APT01,1,8/21/96,HQ,0.3,
APT01,1,8/22/96,HQ,1.8,
APT01,1,8/23/96,HQ,1.4,
APT01,1,8/29/96,HQ,0.6,
APT01,1,9/7/96,HQ,0.2,
APT01,1,9/14/96,HQ,6.5,
APT01,1,9/15/96,HQ,10,
APT01,1,9/16/96,HQ,4.9,
APT01,1,9/18/96,HQ,8.4,
APT01,1,9/19/96,HQ,22.6,
APT01,1,9/23/96,HQ,0.2,
APT01,1,9/25/96,HQ,15.1,
APT01,1,9/26/96,HQ,20,
APT01,1,10/1/96,HQ,0,
APT01,1,10/6/96,HQ,0.2,
APT01,1,10/7/96,HQ,30.2,
APT01,1,10/22/96,HQ,29.2,
APT01,1,10/29/96,HQ,19.3,
APT01,1,11/4/96,HQ,4,
APT01,1,11/15/96,HQ,1,these gauges have been shut down for the winter
APT01,1,11/16/96,HQ,51.5,
APT01,1,11/25/96,HQ,1.8,
APT01,1,11/29/96,HQ,17.9,
APT01,1,12/16/96,HQ,3.1,
APT01,1,1/14/97,HQ,0.2,These gauges shut down for the winter
APT01,1,1/24/97,HQ,1.8,
APT01,1,2/3/97,HQ,10,
APT01,1,2/6/97,HQ,5.5,
APT01,1,2/7/97,HQ,3.8,
APT01,1,2/19/97,HQ,0.7,
APT01,1,2/20/97,HQ,33.6,
APT01,1,2/21/97,HQ,16.6,
APT01,1,2/25/97,HQ,0.3,
APT01,1,2/26/97,HQ,8.9,
APT01,1,3/1/97,HQ,1.5,
APT01,1,3/9/97,HQ,0.3,
APT01,1,3/13/97,HQ,0.2,
APT01,1,3/15/97,HQ,0.6,
APT01,1,3/17/97,HQ,0.2,
APT01,1,3/29/97,HQ,1.3,
APT01,1,4/2/97,HQ,21.2,
APT01,1,4/4/97,HQ,13.6,
APT01,1,4/5/97,HQ,3.1,
APT01,1,4/9/97,HQ,0.6,
APT01,1,4/10/97,HQ,32.2,
APT01,1,4/11/97,HQ,15.3,
APT01,1,4/12/97,HQ,0,
APT01,1,4/20/97,HQ,0.1,
APT01,1,4/21/97,HQ,0.1,
APT01,1,4/22/97,HQ,5.2,
APT01,1,4/23/97,HQ,0.2,
APT01,1,4/26/97,HQ,0.6,
APT01,1,4/30/97,HQ,16.3,
APT01,1,5/1/97,HQ,11.8,
APT01,1,5/2/97,HQ,1.4,
APT01,1,5/7/97,HQ,9.8,
APT01,1,5/12/97,HQ,0.2,
APT01,1,5/17/97,HQ,0.4,
APT01,1,5/18/97,HQ,0.8,
APT01,1,5/19/97,HQ,5.5,
APT01,1,5/24/97,HQ,1.8,
APT01,1,5/25/97,HQ,25,
APT01,1,5/26/97,HQ,0,
APT01,1,5/29/97,HQ,10.8,
APT01,1,5/30/97,HQ,4.1,
APT01,1,6/4/97,HQ,0.8,
APT01,1,6/5/97,HQ,0.2,
APT01,1,6/11/97,HQ,6.3,
APT01,1,6/12/97,HQ,1.9,
APT01,1,6/15/97,HQ,3.2,
APT01,1,6/19/97,HQ,0.2,
APT01,1,6/23/97,HQ,2.2,
APT01,1,6/24/97,HQ,5.4,
APT01,1,6/26/97,HQ,0,
APT01,1,6/29/97,HQ,1.8,
APT01,1,7/8/97,HQ,49.9,
APT01,1,7/11/97,HQ,1.3,
APT01,1,7/13/97,HQ,1,
APT01,1,7/16/97,HQ,0,
APT01,1,7/20/97,HQ,0.6,
APT01,1,7/28/97,HQ,21.2,
APT01,1,8/2/97,HQ,3,
APT01,1,8/3/97,HQ,1.5,
APT01,1,8/6/97,HQ,1,
APT01,1,8/11/97,HQ,0.2,
APT01,1,8/12/97,HQ,24,
APT01,1,8/14/97,HQ,6,
APT01,1,8/16/97,HQ,28.2,
APT01,1,8/17/97,HQ,7.5,
APT01,1,8/18/97,HQ,9,
APT01,1,8/19/97,HQ,28.8,
APT01,1,8/21/97,HQ,0.3,
APT01,1,8/22/97,HQ,0.4,
APT01,1,8/30/97,HQ,6.5,
APT01,1,9/7/97,HQ,9.9,
APT01,1,9/8/97,HQ,0,
APT01,1,9/9/97,HQ,15.7,
APT01,1,9/12/97,HQ,3.8,
APT01,1,9/13/97,HQ,3.5,
APT01,1,9/20/97,HQ,2.9,
APT01,1,9/22/97,HQ,18.6,
APT01,1,9/23/97,HQ,12.9,
APT01,1,9/24/97,HQ,15,
APT01,1,10/8/97,HQ,33.5,
APT01,1,10/11/97,HQ,0.4,
APT01,1,10/12/97,HQ,27.4,
APT01,1,10/24/97,HQ,0.2,
APT01,1,10/25/97,HQ,25.3,
APT01,1,10/26/97,HQ,10.5,
APT01,1,11/2/97,HQ,0.3,
APT01,1,11/5/97,HQ,1,These gauges shut down for the winter
APT01,1,11/9/97,HQ,1,
APT01,1,11/20/97,HQ,0.3,
APT01,1,11/27/97,HQ,0.5,
APT01,1,11/28/97,HQ,13.2,
APT01,1,11/29/97,HQ,7.7,
APT01,1,11/30/97,HQ,2.8,
APT01,1,12/2/97,HQ,8.1,
APT01,1,12/3/97,HQ,5.5,
APT01,1,12/7/97,HQ,5,
APT01,1,12/8/97,HQ,3.5,
APT01,1,12/9/97,HQ,2.5,
APT01,1,12/21/97,HQ,6,
APT01,1,12/22/97,HQ,3.2,
APT01,1,12/23/97,HQ,3,
APT01,1,12/24/97,HQ,19.8,
APT01,1,1/4/98,HQ,12.6,
APT01,1,1/5/98,HQ,1.8,
APT01,1,1/14/98,HQ,0.2,
APT01,1,1/16/98,HQ,1.6,
APT01,1,1/18/98,HQ,1.3,
APT01,1,1/31/98,HQ,10.7,
APT01,1,2/1/98,HQ,4.7,
APT01,1,2/9/98,HQ,8,
APT01,1,2/10/98,HQ,0.3,
APT01,1,2/15/98,HQ,1.2,
APT01,1,2/16/98,HQ,1.6,
APT01,1,2/21/98,HQ,1.2,
APT01,1,3/6/98,HQ,15.6,
APT01,1,3/7/98,HQ,5.1,
APT01,1,3/11/98,HQ,1,
APT01,1,3/16/98,HQ,3.2,
APT01,1,3/17/98,HQ,13.4,
APT01,1,3/19/98,HQ,0.5,
APT01,1,3/27/98,HQ,9.1,
APT01,1,3/30/98,HQ,13.4,
APT01,1,3/31/98,HQ,6.9,
APT01,1,4/2/98,HQ,1.3,
APT01,1,4/3/98,HQ,14.7,
APT01,1,4/7/98,HQ,1.6,
APT01,1,4/8/98,HQ,1.6,
APT01,1,4/19/98,HQ,0.2,
APT01,1,4/27/98,HQ,10,
APT01,1,4/28/98,HQ,8.5,
APT01,1,4/29/98,HQ,8.4,
APT01,1,4/30/98,HQ,1.3,
APT01,1,5/5/98,HQ,4.2,
APT01,1,5/7/98,HQ,0.2,
APT01,1,5/8/98,HQ,0,
APT01,1,5/11/98,HQ,0.3,
APT01,1,5/12/98,HQ,0,
APT01,1,5/15/98,HQ,5.3,
APT01,1,5/22/98,HQ,0.5,
APT01,1,5/23/98,HQ,0.8,
APT01,1,5/29/98,HQ,4,
APT01,1,6/7/98,HQ,0,
APT01,1,6/8/98,HQ,36.3,
APT01,1,6/10/98,HQ,1.7,
APT01,1,6/11/98,HQ,2.2,
APT01,1,6/21/98,HQ,11.7,
APT01,1,6/22/98,HQ,45.6,
APT01,1,6/23/98,HQ,17.3,
APT01,1,6/24/98,HQ,5,
APT01,1,6/25/98,HQ,1,
APT01,1,6/28/98,HQ,6,
APT01,1,6/29/98,HQ,0.8,
APT01,1,6/30/98,HQ,3.8,
APT01,1,7/2/98,HQ,1.6,
APT01,1,7/7/98,HQ,7.9,
APT01,1,7/9/98,HQ,4,
APT01,1,7/10/98,HQ,12.9,
APT01,1,7/11/98,HQ,3.2,
APT01,1,7/22/98,HQ,16.3,
APT01,1,7/23/98,HQ,57,
APT01,1,7/24/98,HQ,2,
APT01,1,7/25/98,HQ,8.5,
APT01,1,7/26/98,HQ,52.2,
APT01,1,7/28/98,HQ,0.2,
APT01,1,7/29/98,HQ,9.7,
APT01,1,7/30/98,HQ,57.4,
APT01,1,8/2/98,HQ,16,
APT01,1,8/3/98,HQ,19,
APT01,1,8/6/98,HQ,0,
APT01,1,8/7/98,HQ,5.8,
APT01,1,8/10/98,HQ,0.5,
APT01,1,8/26/98,HQ,22.4,
APT01,1,8/27/98,HQ,3.4,
APT01,1,9/15/98,HQ,7,
APT01,1,9/16/98,HQ,0.3,
APT01,1,9/20/98,HQ,21,
APT01,1,9/21/98,HQ,24.2,
APT01,1,9/22/98,HQ,0,
APT01,1,9/24/98,HQ,0,
APT01,1,9/28/98,HQ,0,
APT01,1,9/29/98,HQ,17.2,
APT01,1,9/30/98,HQ,20.1,
APT01,1,10/1/98,HQ,18.7,
APT01,1,10/2/98,HQ,8.5,
APT01,1,10/3/98,HQ,0.3,
APT01,1,10/4/98,HQ,30.8,
APT01,1,10/15/98,HQ,1.8,
APT01,1,10/16/98,HQ,4,
APT01,1,10/17/98,HQ,61.4,
APT01,1,10/28/98,HQ,0.5,
APT01,1,10/31/98,HQ,31.2,
APT01,1,11/1/98,HQ,60,
APT01,1,11/2/98,HQ,13.5,
APT01,1,11/3/98,HQ,2,
APT01,1,11/4/98,HQ,1.5,
APT01,1,11/7/98,HQ,14.7,
APT01,1,11/8/98,HQ,1,
APT01,1,11/9/98,HQ,3.6,
APT01,1,11/29/98,HQ,1.2,
APT01,1,11/30/98,HQ,0.8,
APT01,1,12/6/98,HQ,19.6,
APT01,1,12/7/98,HQ,0.4,
APT01,1,1/1/99,HQ,0.2,
APT01,1,1/2/99,HQ,0.2,
APT01,1,1/30/99,HQ,13.8,
APT01,1,2/6/99,HQ,9.5,
APT01,1,2/7/99,HQ,1.5,
APT01,1,2/11/99,HQ,1.1,
APT01,1,2/19/99,HQ,0.1,
APT01,1,2/22/99,HQ,1.4,
APT01,1,3/8/99,HQ,20.7,
APT01,1,3/9/99,HQ,0,
APT01,1,3/13/99,HQ,0.2,
APT01,1,3/18/99,HQ,0,
APT01,1,3/22/99,HQ,0.2,
APT01,1,4/3/99,HQ,7.3,
APT01,1,4/4/99,HQ,0,
APT01,1,4/5/99,HQ,38,
APT01,1,4/6/99,HQ,0,
APT01,1,4/13/99,HQ,46.4,
APT01,1,4/14/99,HQ,49.5,
APT01,1,4/15/99,HQ,8.8,
APT01,1,4/22/99,HQ,18.2,
APT01,1,4/24/99,HQ,0,
APT01,1,4/25/99,HQ,19,
APT01,1,4/26/99,HQ,24.3,
APT01,1,4/27/99,HQ,22.3,
APT01,1,5/2/99,HQ,0.2,
APT01,1,5/3/99,HQ,0,
APT01,1,5/4/99,HQ,11.8,
APT01,1,5/10/99,HQ,0.2,
APT01,1,5/11/99,HQ,14.6,
APT01,1,5/12/99,HQ,0,
APT01,1,5/13/99,HQ,0,
APT01,1,5/14/99,HQ,0.8,
APT01,1,5/15/99,HQ,10.8,
APT01,1,5/16/99,HQ,8.1,
APT01,1,5/17/99,HQ,4.7,
APT01,1,5/20/99,HQ,30,
APT01,1,5/22/99,HQ,17.9,
APT01,1,5/23/99,HQ,9.8,
APT01,1,5/30/99,HQ,20,
APT01,1,5/31/99,HQ,5.8,
APT01,1,6/1/99,HQ,5.2,
APT01,1,6/3/99,HQ,2.3,
APT01,1,6/9/99,HQ,0.5,
APT01,1,6/11/99,HQ,10.2,
APT01,1,6/12/99,HQ,0.4,
APT01,1,6/13/99,HQ,51.4,
APT01,1,6/15/99,HQ,2.6,
APT01,1,6/16/99,HQ,9.9,
APT01,1,6/18/99,HQ,14.8,
APT01,1,6/19/99,HQ,2.4,
APT01,1,6/22/99,HQ,2.4,
APT01,1,6/23/99,HQ,0.8,
APT01,1,6/27/99,HQ,20.9,
APT01,1,6/28/99,HQ,37.8,
APT01,1,6/30/99,HQ,1.3,
APT01,1,7/1/99,HQ,2,
APT01,1,7/2/99,HQ,0.2,
APT01,1,7/9/99,HQ,13.6,
APT01,1,7/16/99,HQ,4,
APT01,1,7/17/99,HQ,3.9,
APT01,1,7/30/99,HQ,1,
APT01,1,7/31/99,HQ,6,
APT01,1,8/1/99,HQ,21.3,
APT01,1,8/2/99,HQ,43.3,
APT01,1,8/3/99,HQ,29,
APT01,1,8/11/99,HQ,6.6,
APT01,1,8/22/99,HQ,2.2,
APT01,1,8/31/99,HQ,2.6,
APT01,1,9/4/99,HQ,18,
APT01,1,9/7/99,HQ,3,
APT01,1,9/12/99,HQ,0.8,
APT01,1,9/14/99,HQ,0.7,
APT01,1,9/19/99,HQ,1.2,
APT01,1,9/20/99,HQ,0.5,
APT01,1,9/26/99,HQ,41.8,
APT01,1,9/27/99,HQ,12.3,
APT01,1,9/28/99,HQ,5.7,
APT01,1,10/2/99,HQ,1,
APT01,1,10/9/99,HQ,0.8,
APT01,1,11/22/99,HQ,49.6,
APT01,1,11/23/99,HQ,0.1,
APT01,1,12/2/99,HQ,13.3,
APT01,1,12/4/99,HQ,8.7,
APT01,1,12/5/99,HQ,6.8,
APT01,1,12/14/99,HQ,1,
APT01,1,12/17/99,HQ,2,
APT01,1,12/19/99,HQ,3.8,
APT01,1,1/3/00,HQ,6,
APT01,1,1/23/00,HQ,0.2,
APT01,1,1/27/00,HQ,0.3,
APT01,1,1/28/00,HQ,1.8,
APT01,1,2/11/00,HQ,0.2,
APT01,1,2/13/00,HQ,0.2,
APT01,1,2/17/00,HQ,11.5,
APT01,1,2/18/00,HQ,0.2,
APT01,1,2/22/00,HQ,9.8,
APT01,1,2/23/00,HQ,5,
APT01,1,2/25/00,HQ,.,
APT01,1,3/2/00,HQ,11.5,
APT01,1,3/3/00,HQ,10.7,
APT01,1,3/7/00,HQ,5,
APT01,1,3/14/00,HQ,2,
APT01,1,3/15/00,HQ,4.8,
APT01,1,3/17/00,HQ,0.2,
APT01,1,3/18/00,HQ,8.8,
APT01,1,3/19/00,HQ,1.6,
APT01,1,3/21/00,HQ,0.7,
APT01,1,3/22/00,HQ,0.3,
APT01,1,3/23/00,HQ,10.2,
APT01,1,3/28/00,HQ,0.4,
APT01,1,3/30/00,HQ,7.6,
APT01,1,4/1/00,HQ,1.2,
APT01,1,4/2/00,HQ,0.3,
APT01,1,4/14/00,HQ,0.2,
APT01,1,4/15/00,HQ,23.7,
APT01,1,4/20/00,HQ,1.4,
APT01,1,4/23/00,HQ,10.9,
APT01,1,4/25/00,HQ,0.9,
APT01,1,4/26/00,HQ,0,
APT01,1,4/30/00,HQ,11.5,
APT01,1,5/1/00,HQ,1.3,
APT01,1,5/2/00,HQ,0.2,
APT01,1,5/8/00,HQ,0.3,
APT01,1,5/9/00,HQ,2.4,
APT01,1,5/17/00,HQ,0.3,
APT01,1,5/20/00,HQ,1,
APT01,1,5/24/00,HQ,4,
APT01,1,5/26/00,HQ,28,
APT01,1,5/27/00,HQ,2.2,
APT01,1,6/1/00,HQ,47.2,
APT01,1,6/2/00,HQ,0.8,
APT01,1,6/11/00,HQ,2,
APT01,1,6/13/00,HQ,25.5,
APT01,1,6/14/00,HQ,0.5,
APT01,1,6/16/00,HQ,0.3,
APT01,1,6/20/00,HQ,58.7,
APT01,1,6/23/00,HQ,0.8,
APT01,1,6/24/00,HQ,19.8,
APT01,1,6/25/00,HQ,18.6,
APT01,1,6/26/00,HQ,1.2,
APT01,1,6/27/00,HQ,2.2,
APT01,1,6/29/00,HQ,2.6,
APT01,1,6/30/00,HQ,0.2,
APT01,1,7/3/00,HQ,0.2,
APT01,1,7/4/00,HQ,38.4,
APT01,1,7/16/00,HQ,7.2,
APT01,1,7/18/00,HQ,1.7,
APT01,1,7/19/00,HQ,0.2,N4U: collector
APT01,1,7/25/00,HQ,0.8,destroyed by
APT01,1,7/27/00,HQ,4.4,tractor
APT01,1,7/28/00,HQ,12.3,
APT01,1,8/6/00,HQ,0.2,
APT01,1,8/7/00,HQ,11.3,
APT01,1,8/13/00,HQ,3.2,
APT01,1,8/14/00,HQ,3,
APT01,1,8/19/00,HQ,3.5,
APT01,1,8/20/00,HQ,1.8,
APT01,1,8/25/00,HQ,2.2,
APT01,1,8/26/00,HQ,2,
APT01,1,9/3/00,HQ,1.8,
APT01,1,9/5/00,HQ,17.1,
APT01,1,9/10/00,HQ,0.2,
APT01,1,9/19/00,HQ,0.2,
APT01,1,9/20/00,HQ,2.8,
APT01,1,9/23/00,HQ,7.2,
APT01,1,9/24/00,HQ,9.3,
APT01,1,9/25/00,HQ,0.5,
APT01,1,10/4/00,HQ,4.4,
APT01,1,10/5/00,HQ,13.5,
APT01,1,10/13/00,HQ,0.4,
APT01,1,10/22/00,HQ,10.1,
APT01,1,10/25/00,HQ,17.1,
APT01,1,10/28/00,HQ,7.9,
APT01,1,10/29/00,HQ,4.8,
APT01,1,11/1/00,HQ,23.7,
APT01,1,11/5/00,HQ,2.3,
APT01,1,11/6/00,HQ,16.5,
APT01,1,11/11/00,HQ,1.3,
APT01,1,11/12/00,HQ,0.2,
APT01,1,12/2/00,HQ,0.2,
APT01,1,12/5/00,HQ,0.4,
APT01,1,12/10/00,HQ,0.6,
APT01,1,12/11/00,HQ,0.7,
APT01,1,12/12/00,HQ,0.7,
APT01,1,12/13/00,HQ,7.2,
APT01,1,12/16/00,HQ,0.4,
APT01,1,12/18/00,HQ,0.6,
APT01,1,12/20/00,HQ,0.2,
APT01,1,12/25/00,HQ,0.1,
APT01,1,12/26/00,HQ,1,
APT01,1,1/13/01,HQ,1.7,
APT01,1,1/25/01,HQ,3,
APT01,1,1/28/01,HQ,10,
APT01,1,1/29/01,HQ,8.3,
APT01,1,1/30/01,HQ,0.7,
APT01,1,2/8/01,HQ,20,
APT01,1,2/9/01,HQ,15,
APT01,1,2/13/01,HQ,1,
APT01,1,2/14/01,HQ,1.7,
APT01,1,2/23/01,HQ,13.6,
APT01,1,2/24/01,HQ,35.4,
APT01,1,2/27/01,HQ,5.8,
APT01,1,3/1/01,HQ,0.4,
APT01,1,3/10/01,HQ,1.5,
APT01,1,3/11/01,HQ,23.8,
APT01,1,3/15/01,HQ,13.2,
APT01,1,3/23/01,HQ,0.2,
APT01,1,3/28/01,HQ,0.2,
APT01,1,3/31/01,HQ,2.7,
APT01,1,4/3/01,HQ,2.5,
APT01,1,4/6/01,HQ,0.3,
APT01,1,4/10/01,HQ,7.6,
APT01,1,4/11/01,HQ,18.4,
APT01,1,4/14/01,HQ,17.6,
APT01,1,4/20/01,HQ,15.8,
APT01,1,4/21/01,HQ,18.4,
APT01,1,4/22/01,HQ,1,
APT01,1,5/2/01,HQ,0,
APT01,1,5/3/01,HQ,23.3,
APT01,1,5/4/01,HQ,21.9,
APT01,1,5/5/01,HQ,19.5,
APT01,1,5/6/01,HQ,7.7,
APT01,1,5/8/01,HQ,0.3,
APT01,1,5/10/01,HQ,22.7,
APT01,1,5/11/01,HQ,0.5,
APT01,1,5/17/01,HQ,24.8,
APT01,1,5/20/01,HQ,8.8,
APT01,1,5/21/01,HQ,0.6,
APT01,1,5/22/01,HQ,0.2,
APT01,1,5/24/01,HQ,0.2,
APT01,1,5/27/01,HQ,0.2,
APT01,1,5/29/01,HQ,8.5,
APT01,1,5/30/01,HQ,23,
APT01,1,5/31/01,HQ,2.2,
APT01,1,6/3/01,HQ,24.2,
APT01,1,6/4/01,HQ,11,
APT01,1,6/5/01,HQ,4.8,
APT01,1,6/6/01,HQ,2.5,
APT01,1,6/8/01,HQ,.,
APT01,1,6/14/01,HQ,8,
APT01,1,6/16/01,HQ,15.2,
APT01,1,6/19/01,HQ,44.4,
APT01,1,6/20/01,HQ,62.7,
APT01,1,6/21/01,HQ,0.2,
APT01,1,7/5/01,HQ,0.5,
APT01,1,7/16/01,HQ,7.1,
APT01,1,7/24/01,HQ,1,
APT01,1,7/25/01,HQ,0.4,
APT01,1,7/26/01,HQ,43.9,
APT01,1,7/27/01,HQ,16.5,
APT01,1,7/28/01,HQ,23.8,
APT01,1,8/10/01,HQ,6.9,
APT01,1,8/15/01,HQ,0.9,
APT01,1,8/16/01,HQ,2.2,
APT01,1,8/17/01,HQ,1.4,
APT01,1,8/22/01,HQ,5.2,
APT01,1,8/23/01,HQ,79.5,
APT01,1,8/24/01,HQ,17.6,
APT01,1,8/25/01,HQ,2.5,
APT01,1,9/5/01,HQ,0.2,
APT01,1,9/6/01,HQ,0.5,
APT01,1,9/7/01,HQ,2.2,
APT01,1,9/8/01,HQ,0.5,
APT01,1,9/15/01,HQ,2,
APT01,1,9/16/01,HQ,0.8,
APT01,1,9/17/01,HQ,49.7,
APT01,1,9/18/01,HQ,15.7,
APT01,1,9/22/01,HQ,3.6,
APT01,1,9/23/01,HQ,6.2,
APT01,1,10/4/01,HQ,20.2,
APT01,1,10/5/01,HQ,11,
APT01,1,10/9/01,HQ,0.8,
APT01,1,10/10/01,HQ,1,
APT01,1,10/15/01,HQ,17.3,
APT01,1,11/12/01,HQ,5.3,
APT01,1,11/18/01,HQ,1.5,
APT01,1,11/23/01,HQ,2.8,
APT01,1,11/24/01,HQ,5.6,
APT01,1,12/5/01,HQ,0.2,
APT01,1,12/11/01,HQ,2,
APT01,1,12/12/01,HQ,1.8,
APT01,1,1/18/02,HQ,4,
APT01,1,1/19/02,HQ,0.4,
APT01,1,1/30/02,HQ,15.5,
APT01,1,1/31/02,HQ,5,
APT01,1,2/1/02,HQ,0.7,
APT01,1,2/9/02,HQ,5.4,
APT01,1,2/19/02,HQ,12.6,
APT01,1,2/25/02,HQ,0.2,
APT01,1,3/1/02,HQ,1,
APT01,1,3/2/02,HQ,0.2,
APT01,1,3/8/02,HQ,6.6,
APT01,1,3/18/02,HQ,0.5,
APT01,1,3/19/02,HQ,2.9,
APT01,1,3/24/02,HQ,1.3,
APT01,1,4/7/02,HQ,0.2,
APT01,1,4/8/02,HQ,21.3,
APT01,1,4/11/02,HQ,16.9,
APT01,1,4/16/02,HQ,0.3,
APT01,1,4/18/02,HQ,1.2,
APT01,1,4/19/02,HQ,12.2,
APT01,1,4/20/02,HQ,14.1,
APT01,1,4/21/02,HQ,4.5,
APT01,1,4/22/02,HQ,1.7,
APT01,1,4/26/02,HQ,7.1,
APT01,1,4/27/02,HQ,7.7,
APT01,1,5/5/02,HQ,42,
APT01,1,5/6/02,HQ,22.1,
APT01,1,5/7/02,HQ,4.2,
APT01,1,5/8/02,HQ,0.6,
APT01,1,5/10/02,HQ,7.8,
APT01,1,5/11/02,HQ,22.3,
APT01,1,5/12/02,HQ,4.4,
APT01,1,5/16/02,HQ,2.4,
APT01,1,5/17/02,HQ,5,
APT01,1,5/19/02,HQ,0.8,
APT01,1,5/24/02,HQ,11.3,
APT01,1,5/27/02,HQ,20.9,
APT01,1,6/4/02,HQ,4.4,
APT01,1,6/11/02,HQ,9.7,
APT01,1,6/12/02,HQ,0.2,
APT01,1,6/13/02,HQ,5.9,
APT01,1,6/15/02,HQ,3,
APT01,1,6/26/02,HQ,3.6,
APT01,1,7/10/02,HQ,1.6,
APT01,1,7/19/02,HQ,1.1,
APT01,1,7/27/02,HQ,1.9,
APT01,1,7/28/02,HQ,122.9,
APT01,1,8/10/02,HQ,1,
APT01,1,8/11/02,HQ,1,
APT01,1,8/12/02,HQ,20.9,
APT01,1,8/13/02,HQ,31.7,
APT01,1,8/16/02,HQ,0.2,
APT01,1,8/17/02,HQ,14.5,
APT01,1,8/19/02,HQ,4.8,
APT01,1,8/21/02,HQ,7.3,
APT01,1,8/24/02,HQ,1.7,
APT01,1,8/26/02,HQ,0.4,
APT01,1,9/12/02,HQ,0.5,
APT01,1,9/13/02,HQ,8.1,
APT01,1,9/14/02,HQ,14.3,
APT01,1,9/18/02,HQ,1.8,
APT01,1,9/19/02,HQ,14.8,
APT01,1,10/2/02,HQ,55.8,
APT01,1,10/3/02,HQ,7.8,
APT01,1,10/4/02,HQ,5,
APT01,1,10/12/02,HQ,1,
APT01,1,10/16/02,HQ,7.5,
APT01,1,10/22/02,HQ,4,
APT01,1,10/23/02,HQ,16.8,
APT01,1,10/24/02,HQ,16,
APT01,1,10/25/02,HQ,0.2,
APT01,1,10/27/02,HQ,8.1,
APT01,1,10/29/02,HQ,7.4,
APT01,1,10/30/02,HQ,0.7,
APT01,1,11/4/02,HQ,2.5,
APT01,1,11/14/02,HQ,5.2,
APT01,1,12/12/02,HQ,2.2,
APT01,1,1/15/03,HQ,3.8,
APT01,1,1/16/03,HQ,1.2,
APT01,1,1/22/03,HQ,1.2,
APT01,1,1/31/03,HQ,3.5,
APT01,1,2/3/03,HQ,2.5,
APT01,1,2/5/03,HQ,1.8,
APT01,1,2/6/03,HQ,0.8,
APT01,1,2/9/03,HQ,0.4,
APT01,1,2/13/03,HQ,7.3,
APT01,1,2/14/03,HQ,10.2,
APT01,1,2/15/03,HQ,4.6,
APT01,1,2/23/03,HQ,0.4,
APT01,1,2/27/03,HQ,1.3,
APT01,1,2/28/03,HQ,1,
APT01,1,3/4/03,HQ,1.4,
APT01,1,3/5/03,HQ,1.9,
APT01,1,3/17/03,HQ,4.2,
APT01,1,3/18/03,HQ,4,
APT01,1,3/19/03,HQ,32.3,
APT01,1,3/20/03,HQ,1.2,
APT01,1,4/6/03,HQ,14.5,
APT01,1,4/15/03,HQ,1,
APT01,1,4/16/03,HQ,2.6,
APT01,1,4/18/03,HQ,7.2,
APT01,1,4/19/03,HQ,28.1,
APT01,1,4/20/03,HQ,2,
APT01,1,4/23/03,HQ,25.4,
APT01,1,4/24/03,HQ,6.7,
APT01,1,5/4/03,HQ,2.4,
APT01,1,5/6/03,HQ,14.4,
APT01,1,5/8/03,HQ,11.4,
APT01,1,5/13/03,HQ,3,
APT01,1,5/15/03,HQ,0.8,
APT01,1,5/16/03,HQ,2.4,
APT01,1,5/19/03,HQ,29,
APT01,1,5/21/03,HQ,0.5,
APT01,1,5/23/03,HQ,0.3,
APT01,1,5/24/03,HQ,12.7,
APT01,1,6/2/03,HQ,58.3,
APT01,1,6/5/03,HQ,4.6,
APT01,1,6/12/03,HQ,16.2,
APT01,1,6/22/03,HQ,10,
APT01,1,6/23/03,HQ,18.6,
APT01,1,6/25/03,HQ,11.5,
APT01,1,6/27/03,HQ,1,
APT01,1,6/28/03,HQ,1.2,
APT01,1,6/29/03,HQ,52.8,
APT01,1,7/8/03,HQ,4,
APT01,1,7/9/03,HQ,1.4,
APT01,1,7/19/03,HQ,1,
APT01,1,7/20/03,HQ,0.5,
APT01,1,7/21/03,HQ,11.8,
APT01,1,7/22/03,HQ,0,
APT01,1,8/3/03,HQ,2.3,
APT01,1,8/4/03,HQ,2,
APT01,1,8/11/03,HQ,3,
APT01,1,8/28/03,HQ,56.5,
APT01,1,8/29/03,HQ,17.5,
APT01,1,8/30/03,HQ,38.8,
APT01,1,8/31/03,HQ,30.2,
APT01,1,9/9/03,HQ,26.9,
APT01,1,9/11/03,HQ,24.2,
APT01,1,9/13/03,HQ,0.2,
APT01,1,9/18/03,HQ,1.3,
APT01,1,9/21/03,HQ,3,
APT01,1,9/30/03,HQ,8.5,
APT01,1,10/8/03,HQ,14.8,
APT01,1,10/11/03,HQ,6,
APT01,1,10/13/03,HQ,5.7,
APT01,1,10/16/03,HQ,2.8,
APT01,1,10/28/03,HQ,0.7,
APT01,1,11/1/03,HQ,0.7,
APT01,1,11/2/03,HQ,3,
APT01,1,11/3/03,HQ,1,
APT01,1,11/4/03,HQ,5,
APT01,1,11/10/03,HQ,0.3,
APT01,1,11/17/03,HQ,3.8,
APT01,1,11/22/03,HQ,5,
APT01,1,12/2/03,HQ,7.8,
APT01,1,12/3/03,HQ,0.2,
APT01,1,12/4/03,HQ,0.3,
APT01,1,12/9/03,HQ,5.6,
APT01,1,12/13/03,HQ,3.2,
APT01,1,1/4/04,HQ,0.2,
APT01,1,1/16/04,HQ,2.4,
APT01,1,1/17/04,HQ,0.8,
APT01,1,1/24/04,HQ,6.6,
